model,make,year,displ,cyl,trans,trans_type,drive,fuel,veh_class,city_mpg,hwy_mpg,cmb_mpg,air_pollution_score,greenhouse_gas_score,smartway
TOYOTA Camry Hybrid,TOYOTA,2008,2.4,4,Auto-AV,Auto,2WD,Gasoline,midsize car,33,34,34,8,9,Yes
TOYOTA Corolla,TOYOTA,2008,1.8,4,Auto-L4,Auto,2WD,Gasoline,small car,26,35,29,7,8,Yes
TOYOTA Corolla,TOYOTA,2008,1.8,4,Man-5,Man,2WD,Gasoline,small car,28,37,31,7,9,Yes
TOYOTA Corolla,TOYOTA,2008,1.8,4,Auto-L4,Auto,2WD,Gasoline,small car,26,35,29,6,8,Yes
TOYOTA Corolla,TOYOTA,2008,1.8,4,Man-5,Man,2WD,Gasoline,small car,28,37,31,6,9,Yes
TOYOTA FJ Cruiser,TOYOTA,2008,4.0,6,Auto-L5,Auto,2WD,Gasoline,SUV,16,20,18,6,5,No
TOYOTA FJ Cruiser,TOYOTA,2008,4.0,6,Man-6,Man,4WD,Gasoline,SUV,15,18,16,6,4,No
TOYOTA FJ Cruiser,TOYOTA,2008,4.0,6,Auto-L5,Auto,4WD,Gasoline,SUV,16,20,17,6,4,No
TOYOTA Highlander,TOYOTA,2008,3.5,6,Auto-S5,Auto,2WD,Gasoline,SUV,18,24,20,7,6,Yes
TOYOTA Highlander,TOYOTA,2008,3.5,6,Auto-S5,Auto,4WD,Gasoline,SUV,17,23,19,7,5,No
TOYOTA Highlander,TOYOTA,2008,3.5,6,Auto-S5,Auto,2WD,Gasoline,SUV,18,24,20,6,6,No
TOYOTA Highlander,TOYOTA,2008,3.5,6,Auto-S5,Auto,4WD,Gasoline,SUV,17,23,19,6,5,No
TOYOTA Highlander Hybrid,TOYOTA,2008,3.3,6,Auto-AV,Auto,4WD,Gasoline,SUV,27,25,26,9,8,Yes
TOYOTA Highlander Hybrid,TOYOTA,2008,3.3,6,Auto-AV,Auto,4WD,Gasoline,SUV,27,25,26,8,8,Yes
TOYOTA Land Cruiser,TOYOTA,2008,5.7,8,Auto-S6,Auto,4WD,Gasoline,SUV,13,18,15,7,3,No
TOYOTA Land Cruiser,TOYOTA,2008,5.7,8,Auto-S6,Auto,4WD,Gasoline,SUV,13,18,15,6,3,No
TOYOTA Matrix,TOYOTA,2008,1.8,4,Auto-L4,Auto,2WD,Gasoline,station wagon,25,31,27,7,8,Yes
TOYOTA Matrix,TOYOTA,2008,1.8,4,Man-5,Man,2WD,Gasoline,station wagon,26,33,29,7,8,Yes
TOYOTA Matrix,TOYOTA,2008,1.8,4,Auto-L4,Auto,2WD,Gasoline,station wagon,25,31,27,6,8,Yes
TOYOTA Matrix,TOYOTA,2008,1.8,4,Man-5,Man,2WD,Gasoline,station wagon,26,33,29,6,8,Yes
TOYOTA Prius,TOYOTA,2008,1.5,4,Auto-AV,Auto,2WD,Gasoline,midsize car,48,45,46,9,10,Yes
TOYOTA Prius,TOYOTA,2008,1.5,4,Auto-AV,Auto,2WD,Gasoline,midsize car,48,45,46,8,10,Yes
TOYOTA RAV4,TOYOTA,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,SUV,21,27,24,7,7,Yes
TOYOTA RAV4,TOYOTA,2008,2.4,4,Auto-L4,Auto,4WD,Gasoline,SUV,20,25,22,7,6,Yes
TOYOTA RAV4,TOYOTA,2008,3.5,6,Auto-L5,Auto,2WD,Gasoline,SUV,19,27,22,7,6,Yes
TOYOTA RAV4,TOYOTA,2008,3.5,6,Auto-L5,Auto,4WD,Gasoline,SUV,19,26,21,7,6,Yes
TOYOTA RAV4,TOYOTA,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,SUV,21,27,24,6,7,Yes
TOYOTA RAV4,TOYOTA,2008,2.4,4,Auto-L4,Auto,4WD,Gasoline,SUV,20,25,22,6,6,No
TOYOTA RAV4,TOYOTA,2008,3.5,6,Auto-L5,Auto,2WD,Gasoline,SUV,19,27,22,6,6,No
TOYOTA RAV4,TOYOTA,2008,3.5,6,Auto-L5,Auto,4WD,Gasoline,SUV,19,26,21,6,6,No
TOYOTA Scion TC,TOYOTA,2008,2.4,4,Man-5,Man,2WD,Gasoline,small car,20,27,23,7,7,Yes
TOYOTA Scion TC,TOYOTA,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,small car,21,29,24,7,7,Yes
TOYOTA Scion TC,TOYOTA,2008,2.4,4,Man-5,Man,2WD,Gasoline,small car,20,27,23,6,7,Yes
TOYOTA Scion TC,TOYOTA,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,small car,21,29,24,6,7,Yes
TOYOTA Scion XB,TOYOTA,2008,2.4,4,Auto-S4,Auto,2WD,Gasoline,station wagon,22,28,24,7,7,Yes
TOYOTA Scion XB,TOYOTA,2008,2.4,4,Man-5,Man,2WD,Gasoline,station wagon,22,28,24,7,7,Yes
TOYOTA Scion XB,TOYOTA,2008,2.4,4,Auto-S4,Auto,2WD,Gasoline,station wagon,22,28,24,6,7,Yes
TOYOTA Scion XB,TOYOTA,2008,2.4,4,Man-5,Man,2WD,Gasoline,station wagon,22,28,24,6,7,Yes
TOYOTA Scion XD,TOYOTA,2008,1.8,4,Auto-L4,Auto,2WD,Gasoline,small car,26,32,28,6,8,Yes
TOYOTA Scion XD,TOYOTA,2008,1.8,4,Man-5,Man,2WD,Gasoline,small car,27,33,29,6,8,Yes
TOYOTA Scion XD,TOYOTA,2008,1.8,4,Auto-L4,Auto,2WD,Gasoline,small car,26,32,28,3,8,No
TOYOTA Scion XD,TOYOTA,2008,1.8,4,Man-5,Man,2WD,Gasoline,small car,27,33,29,3,8,No
TOYOTA Sequoia,TOYOTA,2008,4.7,8,Auto-S5,Auto,2WD,Gasoline,SUV,14,17,15,7,3,No
TOYOTA Sequoia,TOYOTA,2008,4.7,8,Auto-S5,Auto,4WD,Gasoline,SUV,13,16,14,7,2,No
TOYOTA Sequoia,TOYOTA,2008,5.7,8,Auto-S6,Auto,2WD,Gasoline,SUV,14,19,15,7,3,No
TOYOTA Sequoia,TOYOTA,2008,5.7,8,Auto-S6,Auto,4WD,Gasoline,SUV,13,18,15,7,3,No
TOYOTA Sequoia,TOYOTA,2008,4.7,8,Auto-S5,Auto,2WD,Gasoline,SUV,14,17,15,6,3,No
TOYOTA Sequoia,TOYOTA,2008,4.7,8,Auto-S5,Auto,4WD,Gasoline,SUV,13,16,14,6,2,No
TOYOTA Sequoia,TOYOTA,2008,5.7,8,Auto-S6,Auto,2WD,Gasoline,SUV,14,19,15,6,3,No
TOYOTA Sequoia,TOYOTA,2008,5.7,8,Auto-S6,Auto,4WD,Gasoline,SUV,13,18,15,6,3,No
TOYOTA Sienna,TOYOTA,2008,3.5,6,Auto-L5,Auto,2WD,Gasoline,minivan,17,23,19,7,5,No
TOYOTA Sienna,TOYOTA,2008,3.5,6,Auto-L5,Auto,4WD,Gasoline,minivan,16,21,18,7,5,No
TOYOTA Sienna,TOYOTA,2008,3.5,6,Auto-L5,Auto,2WD,Gasoline,minivan,17,23,19,6,5,No
TOYOTA Sienna,TOYOTA,2008,3.5,6,Auto-L5,Auto,4WD,Gasoline,minivan,16,21,18,6,5,No
TOYOTA Solara,TOYOTA,2008,2.4,4,Man-5,Man,2WD,Gasoline,small car,21,31,25,7,7,Yes
TOYOTA Solara,TOYOTA,2008,2.4,4,Auto-S5,Auto,2WD,Gasoline,small car,22,31,25,7,7,Yes
TOYOTA Solara,TOYOTA,2008,3.3,6,Auto-S5,Auto,2WD,Gasoline,small car,18,27,21,7,6,Yes
TOYOTA Solara,TOYOTA,2008,2.4,4,Man-5,Man,2WD,Gasoline,small car,21,31,25,6,7,Yes
TOYOTA Solara,TOYOTA,2008,2.4,4,Auto-S5,Auto,2WD,Gasoline,small car,22,31,25,6,7,Yes
TOYOTA Solara,TOYOTA,2008,3.3,6,Auto-S5,Auto,2WD,Gasoline,small car,18,27,21,6,6,No
TOYOTA Solara Convertible,TOYOTA,2008,3.3,6,Auto-S5,Auto,2WD,Gasoline,small car,18,26,21,7,6,Yes
TOYOTA Solara Convertible,TOYOTA,2008,3.3,6,Auto-S5,Auto,2WD,Gasoline,small car,18,26,21,6,6,No
TOYOTA Tacoma,TOYOTA,2008,2.7,4,Auto-L4,Auto,2WD,Gasoline,pickup,19,25,21,6,6,No
TOYOTA Tacoma,TOYOTA,2008,2.7,4,Man-5,Man,2WD,Gasoline,pickup,20,25,22,6,6,No
TOYOTA Tacoma,TOYOTA,2008,2.7,4,Man-5,Man,4WD,Gasoline,pickup,17,22,19,6,5,No
TOYOTA Tacoma,TOYOTA,2008,4.0,6,Man-6,Man,2WD,Gasoline,pickup,15,19,17,6,4,No
TOYOTA Tacoma,TOYOTA,2008,4.0,6,Auto-L5,Auto,2WD,Gasoline,pickup,16,20,18,6,5,No
TOYOTA Tacoma,TOYOTA,2008,4.0,6,Man-6,Man,4WD,Gasoline,pickup,15,18,16,6,4,No
TOYOTA Tacoma,TOYOTA,2008,4.0,6,Auto-L5,Auto,4WD,Gasoline,pickup,16,20,18,6,5,No
TOYOTA Tundra,TOYOTA,2008,4.7,8,Auto-S5,Auto,2WD,Gasoline,pickup,14,17,15,7,3,No
TOYOTA Tundra,TOYOTA,2008,4.7,8,Auto-S5,Auto,4WD,Gasoline,pickup,13,16,15,7,3,No
TOYOTA Tundra,TOYOTA,2008,5.7,8,Auto-S6,Auto,2WD,Gasoline,pickup,14,18,16,7,4,No
TOYOTA Tundra,TOYOTA,2008,5.7,8,Auto-S6,Auto,4WD,Gasoline,pickup,13,17,14,7,2,No
TOYOTA Tundra,TOYOTA,2008,4.0,6,Auto-S5,Auto,2WD,Gasoline,pickup,15,19,17,6,4,No
TOYOTA Tundra,TOYOTA,2008,4.7,8,Auto-S5,Auto,2WD,Gasoline,pickup,14,17,15,6,3,No
TOYOTA Tundra,TOYOTA,2008,4.7,8,Auto-S5,Auto,4WD,Gasoline,pickup,13,16,15,6,3,No
TOYOTA Tundra,TOYOTA,2008,5.7,8,Auto-S6,Auto,2WD,Gasoline,pickup,14,18,16,6,4,No
TOYOTA Tundra,TOYOTA,2008,5.7,8,Auto-S6,Auto,4WD,Gasoline,pickup,13,17,14,6,2,No
TOYOTA Yaris,TOYOTA,2008,1.5,4,Auto-L4,Auto,2WD,Gasoline,small car,29,35,31,7,9,Yes
TOYOTA Yaris,TOYOTA,2008,1.5,4,Man-5,Man,2WD,Gasoline,small car,29,36,32,7,9,Yes
TOYOTA Yaris,TOYOTA,2008,1.5,4,Auto-L4,Auto,2WD,Gasoline,small car,29,35,31,6,9,Yes
TOYOTA Yaris,TOYOTA,2008,1.5,4,Man-5,Man,2WD,Gasoline,small car,29,36,32,6,9,Yes
VOLKSWAGEN Eos,VOLKSWAGEN,2008,2.0,4,Man-6,Man,2WD,Gasoline,small car,21,29,24,7,7,Yes
VOLKSWAGEN Eos,VOLKSWAGEN,2008,2.0,4,Auto-S6,Auto,2WD,Gasoline,small car,21,30,24,7,7,Yes
VOLKSWAGEN Eos,VOLKSWAGEN,2008,2.0,4,Man-6,Man,2WD,Gasoline,small car,21,29,24,6,7,Yes
VOLKSWAGEN Eos,VOLKSWAGEN,2008,2.0,4,Auto-S6,Auto,2WD,Gasoline,small car,21,30,24,6,7,Yes
VOLKSWAGEN Eos,VOLKSWAGEN,2008,3.2,6,Auto-S6,Auto,2WD,Gasoline,small car,19,26,22,6,6,No
VOLKSWAGEN GTI,VOLKSWAGEN,2008,2.0,4,Man-6,Man,2WD,Gasoline,small car,21,29,24,7,7,Yes
VOLKSWAGEN GTI,VOLKSWAGEN,2008,2.0,4,Auto-S6,Auto,2WD,Gasoline,small car,22,29,25,7,7,Yes
VOLKSWAGEN GTI,VOLKSWAGEN,2008,2.0,4,Man-6,Man,2WD,Gasoline,small car,21,29,24,6,7,Yes
VOLKSWAGEN GTI,VOLKSWAGEN,2008,2.0,4,Auto-S6,Auto,2WD,Gasoline,small car,22,29,25,6,7,Yes
VOLKSWAGEN Jetta,VOLKSWAGEN,2008,2.5,5,Man-5,Man,2WD,Gasoline,small car,21,29,24,9,7,Yes
VOLKSWAGEN Jetta,VOLKSWAGEN,2008,2.5,5,Auto-S6,Auto,2WD,Gasoline,small car,21,29,24,9,7,Yes
VOLKSWAGEN Jetta,VOLKSWAGEN,2008,2.0,4,Man-6,Man,2WD,Gasoline,small car,21,29,24,7,7,Yes
VOLKSWAGEN Jetta,VOLKSWAGEN,2008,2.0,4,Auto-S6,Auto,2WD,Gasoline,small car,22,29,25,7,7,Yes
VOLKSWAGEN Jetta,VOLKSWAGEN,2008,2.5,5,Man-5,Man,2WD,Gasoline,small car,21,29,24,7,7,Yes
VOLKSWAGEN Jetta,VOLKSWAGEN,2008,2.5,5,Auto-S6,Auto,2WD,Gasoline,small car,21,29,24,7,7,Yes
VOLKSWAGEN Jetta,VOLKSWAGEN,2008,2.0,4,Man-6,Man,2WD,Gasoline,small car,21,29,24,6,7,Yes
VOLKSWAGEN Jetta,VOLKSWAGEN,2008,2.0,4,Auto-S6,Auto,2WD,Gasoline,small car,22,29,25,6,7,Yes
VOLKSWAGEN Jetta,VOLKSWAGEN,2008,2.5,5,Man-5,Man,2WD,Gasoline,small car,21,29,24,6,7,Yes
VOLKSWAGEN Jetta,VOLKSWAGEN,2008,2.5,5,Auto-S6,Auto,2WD,Gasoline,small car,21,29,24,6,7,Yes
VOLKSWAGEN Jetta Wagon,VOLKSWAGEN,2008,2.5,5,Man-5,Man,2WD,Gasoline,station wagon,21,29,24,9,7,Yes
VOLKSWAGEN Jetta Wagon,VOLKSWAGEN,2008,2.5,5,Auto-S6,Auto,2WD,Gasoline,station wagon,21,29,24,9,7,Yes
VOLKSWAGEN Jetta Wagon,VOLKSWAGEN,2008,2.5,5,Man-5,Man,2WD,Gasoline,station wagon,21,29,24,7,7,Yes
VOLKSWAGEN Jetta Wagon,VOLKSWAGEN,2008,2.5,5,Auto-S6,Auto,2WD,Gasoline,station wagon,21,29,24,7,7,Yes
VOLKSWAGEN Jetta Wagon,VOLKSWAGEN,2008,2.5,5,Man-5,Man,2WD,Gasoline,station wagon,21,29,24,6,7,Yes
VOLKSWAGEN Jetta Wagon,VOLKSWAGEN,2008,2.5,5,Auto-S6,Auto,2WD,Gasoline,station wagon,21,29,24,6,7,Yes
VOLKSWAGEN New Beetle,VOLKSWAGEN,2008,2.5,5,Man-5,Man,2WD,Gasoline,small car,20,28,23,9,7,Yes
VOLKSWAGEN New Beetle,VOLKSWAGEN,2008,2.5,5,Auto-S6,Auto,2WD,Gasoline,small car,20,29,23,9,7,Yes
VOLKSWAGEN New Beetle,VOLKSWAGEN,2008,2.5,5,Man-5,Man,2WD,Gasoline,small car,20,28,23,7,7,Yes
VOLKSWAGEN New Beetle,VOLKSWAGEN,2008,2.5,5,Auto-S6,Auto,2WD,Gasoline,small car,20,29,23,7,7,Yes
VOLKSWAGEN New Beetle,VOLKSWAGEN,2008,2.5,5,Man-5,Man,2WD,Gasoline,small car,20,28,23,6,7,Yes
VOLKSWAGEN New Beetle,VOLKSWAGEN,2008,2.5,5,Auto-S6,Auto,2WD,Gasoline,small car,20,29,23,6,7,Yes
VOLKSWAGEN New Beetle Convertible,VOLKSWAGEN,2008,2.5,5,Auto-S6,Auto,2WD,Gasoline,small car,20,28,23,9,7,Yes
VOLKSWAGEN New Beetle Convertible,VOLKSWAGEN,2008,2.5,5,Man-5,Man,2WD,Gasoline,small car,20,28,23,9,7,Yes
VOLKSWAGEN New Beetle Convertible,VOLKSWAGEN,2008,2.5,5,Auto-S6,Auto,2WD,Gasoline,small car,20,28,23,7,7,Yes
VOLKSWAGEN New Beetle Convertible,VOLKSWAGEN,2008,2.5,5,Man-5,Man,2WD,Gasoline,small car,20,28,23,7,7,Yes
VOLKSWAGEN New Beetle Convertible,VOLKSWAGEN,2008,2.5,5,Auto-S6,Auto,2WD,Gasoline,small car,20,28,23,6,7,Yes
VOLKSWAGEN New Beetle Convertible,VOLKSWAGEN,2008,2.5,5,Man-5,Man,2WD,Gasoline,small car,20,28,23,6,7,Yes
VOLKSWAGEN Passat,VOLKSWAGEN,2008,2.0,4,Auto-S6,Auto,2WD,Gasoline,midsize car,19,28,22,7,6,Yes
VOLKSWAGEN Passat,VOLKSWAGEN,2008,2.0,4,Man-6,Man,2WD,Gasoline,midsize car,21,29,24,7,7,Yes
VOLKSWAGEN Passat,VOLKSWAGEN,2008,2.0,4,Auto-S6,Auto,2WD,Gasoline,midsize car,19,28,22,6,6,No
VOLKSWAGEN Passat,VOLKSWAGEN,2008,2.0,4,Man-6,Man,2WD,Gasoline,midsize car,21,29,24,6,7,Yes
VOLKSWAGEN Passat,VOLKSWAGEN,2008,3.6,6,Auto-S6,Auto,4WD,Gasoline,midsize car,16,24,19,6,5,No
VOLKSWAGEN Passat,VOLKSWAGEN,2008,3.6,6,Auto-S6,Auto,2WD,Gasoline,midsize car,17,26,20,6,6,No
VOLKSWAGEN Passat Wagon,VOLKSWAGEN,2008,2.0,4,Auto-S6,Auto,2WD,Gasoline,station wagon,20,28,23,7,7,Yes
VOLKSWAGEN Passat Wagon,VOLKSWAGEN,2008,2.0,4,Man-6,Man,2WD,Gasoline,station wagon,21,29,24,7,7,Yes
VOLKSWAGEN Passat Wagon,VOLKSWAGEN,2008,2.0,4,Auto-S6,Auto,2WD,Gasoline,station wagon,20,28,23,6,7,Yes
VOLKSWAGEN Passat Wagon,VOLKSWAGEN,2008,2.0,4,Man-6,Man,2WD,Gasoline,station wagon,21,29,24,6,7,Yes
VOLKSWAGEN Passat Wagon,VOLKSWAGEN,2008,3.6,6,Auto-S6,Auto,4WD,Gasoline,station wagon,16,24,19,6,5,No
VOLKSWAGEN R32,VOLKSWAGEN,2008,3.2,6,Auto-S6,Auto,4WD,Gasoline,small car,18,23,20,6,6,No
VOLKSWAGEN Rabbit,VOLKSWAGEN,2008,2.5,5,Auto-S6,Auto,2WD,Gasoline,small car,21,29,24,9,7,Yes
VOLKSWAGEN Rabbit,VOLKSWAGEN,2008,2.5,5,Man-5,Man,2WD,Gasoline,small car,22,29,24,9,7,Yes
VOLKSWAGEN Rabbit,VOLKSWAGEN,2008,2.5,5,Auto-S6,Auto,2WD,Gasoline,small car,21,29,24,7,7,Yes
VOLKSWAGEN Rabbit,VOLKSWAGEN,2008,2.5,5,Man-5,Man,2WD,Gasoline,small car,22,29,24,7,7,Yes
VOLKSWAGEN Rabbit,VOLKSWAGEN,2008,2.5,5,Auto-S6,Auto,2WD,Gasoline,small car,21,29,24,6,7,Yes
VOLKSWAGEN Rabbit,VOLKSWAGEN,2008,2.5,5,Man-5,Man,2WD,Gasoline,small car,22,29,24,6,7,Yes
VOLKSWAGEN Touareg,VOLKSWAGEN,2008,3.6,6,Auto-S6,Auto,4WD,Gasoline,SUV,14,20,16,6,4,No
VOLKSWAGEN Touareg,VOLKSWAGEN,2008,4.2,8,Auto-S6,Auto,4WD,Gasoline,SUV,12,17,14,6,2,No
VOLKSWAGEN Touareg,VOLKSWAGEN,2008,5.0,10,Auto-S6,Auto,4WD,Diesel,SUV,15,20,17,1,3,No
VOLVO C30,VOLVO,2008,2.4,5,Auto-S5,Auto,2WD,Gasoline,small car,20,28,23,7,7,Yes
VOLVO C30,VOLVO,2008,2.4,5,Man-5,Man,2WD,Gasoline,small car,20,28,23,7,7,Yes
VOLVO C30,VOLVO,2008,2.5,5,Auto-S5,Auto,2WD,Gasoline,small car,19,27,22,7,6,Yes
VOLVO C30,VOLVO,2008,2.5,5,Man-6,Man,2WD,Gasoline,small car,19,28,23,7,7,Yes
VOLVO C30,VOLVO,2008,2.4,5,Auto-S5,Auto,2WD,Gasoline,small car,20,28,23,6,7,Yes
VOLVO C30,VOLVO,2008,2.4,5,Man-5,Man,2WD,Gasoline,small car,20,28,23,6,7,Yes
VOLVO C30,VOLVO,2008,2.5,5,Auto-S5,Auto,2WD,Gasoline,small car,19,27,22,6,6,No
VOLVO C30,VOLVO,2008,2.5,5,Man-6,Man,2WD,Gasoline,small car,19,28,23,6,7,Yes
VOLVO C70 Convertible,VOLVO,2008,2.5,5,Auto-S5,Auto,2WD,Gasoline,small car,18,26,21,7,6,Yes
VOLVO C70 Convertible,VOLVO,2008,2.5,5,Man-6,Man,2WD,Gasoline,small car,18,27,21,7,6,Yes
VOLVO C70 Convertible,VOLVO,2008,2.5,5,Auto-S5,Auto,2WD,Gasoline,small car,18,26,21,6,6,No
VOLVO C70 Convertible,VOLVO,2008,2.5,5,Man-6,Man,2WD,Gasoline,small car,18,27,21,6,6,No
VOLVO S40,VOLVO,2008,2.4,5,Auto-S5,Auto,2WD,Gasoline,small car,20,28,23,9,7,Yes
VOLVO S40,VOLVO,2008,2.4,5,Auto-S5,Auto,2WD,Gasoline,small car,20,28,23,7,7,Yes
VOLVO S40,VOLVO,2008,2.4,5,Man-5,Man,2WD,Gasoline,small car,20,28,23,7,7,Yes
VOLVO S40,VOLVO,2008,2.5,5,Man-6,Man,4WD,Gasoline,small car,17,25,20,7,6,Yes
VOLVO S40,VOLVO,2008,2.5,5,Auto-S5,Auto,4WD,Gasoline,small car,18,26,21,7,6,Yes
VOLVO S40,VOLVO,2008,2.5,5,Auto-S5,Auto,2WD,Gasoline,small car,19,27,22,7,6,Yes
VOLVO S40,VOLVO,2008,2.5,5,Man-6,Man,2WD,Gasoline,small car,19,28,23,7,7,Yes
VOLVO S40,VOLVO,2008,2.4,5,Auto-S5,Auto,2WD,Gasoline,small car,20,28,23,6,7,Yes
VOLVO S40,VOLVO,2008,2.4,5,Man-5,Man,2WD,Gasoline,small car,20,28,23,6,7,Yes
VOLVO S40,VOLVO,2008,2.5,5,Man-6,Man,4WD,Gasoline,small car,17,25,20,6,6,No
VOLVO S40,VOLVO,2008,2.5,5,Auto-S5,Auto,4WD,Gasoline,small car,18,26,21,6,6,No
VOLVO S40,VOLVO,2008,2.5,5,Auto-S5,Auto,2WD,Gasoline,small car,19,27,22,6,6,No
VOLVO S40,VOLVO,2008,2.5,5,Man-6,Man,2WD,Gasoline,small car,19,28,23,6,7,Yes
VOLVO S60,VOLVO,2008,2.5,5,Auto-L5,Auto,4WD,Gasoline,small car,17,26,21,7,6,Yes
VOLVO S60,VOLVO,2008,2.5,5,Auto-S5,Auto,4WD,Gasoline,small car,18,26,21,7,6,Yes
VOLVO S60,VOLVO,2008,2.5,5,Auto-L5,Auto,2WD,Gasoline,small car,19,27,22,7,6,Yes
VOLVO S60,VOLVO,2008,2.5,5,Auto-S5,Auto,2WD,Gasoline,small car,19,27,22,7,6,Yes
VOLVO S60,VOLVO,2008,2.4,5,Auto-S5,Auto,2WD,Gasoline,small car,18,26,21,6,6,No
VOLVO S60,VOLVO,2008,2.4,5,Man-6,Man,2WD,Gasoline,small car,18,26,21,6,6,No
VOLVO S60,VOLVO,2008,2.5,5,Auto-L5,Auto,4WD,Gasoline,small car,17,26,21,6,6,No
VOLVO S60,VOLVO,2008,2.5,5,Auto-S5,Auto,4WD,Gasoline,small car,18,26,21,6,6,No
VOLVO S60,VOLVO,2008,2.5,5,Auto-L5,Auto,2WD,Gasoline,small car,19,27,22,6,6,No
VOLVO S60,VOLVO,2008,2.5,5,Auto-S5,Auto,2WD,Gasoline,small car,19,27,22,6,6,No
VOLVO S80,VOLVO,2008,3.0,6,Auto-S6,Auto,4WD,Gasoline,midsize car,15,23,18,7,5,No
VOLVO S80,VOLVO,2008,3.2,6,Auto-S6,Auto,2WD,Gasoline,midsize car,16,24,19,7,5,No
VOLVO S80,VOLVO,2008,3.2,6,Auto-S6,Auto,4WD,Gasoline,midsize car,16,24,19,7,5,No
VOLVO S80,VOLVO,2008,4.4,8,Auto-S6,Auto,4WD,Gasoline,midsize car,15,23,18,7,5,No
VOLVO S80,VOLVO,2008,3.0,6,Auto-S6,Auto,4WD,Gasoline,midsize car,15,23,18,6,5,No
VOLVO S80,VOLVO,2008,3.2,6,Auto-S6,Auto,2WD,Gasoline,midsize car,16,24,19,6,5,No
VOLVO S80,VOLVO,2008,3.2,6,Auto-S6,Auto,4WD,Gasoline,midsize car,16,24,19,6,5,No
VOLVO S80,VOLVO,2008,4.4,8,Auto-S6,Auto,4WD,Gasoline,midsize car,15,23,18,6,5,No
VOLVO V50,VOLVO,2008,2.4,5,Auto-S5,Auto,2WD,Gasoline,station wagon,20,28,23,9,7,Yes
VOLVO V50,VOLVO,2008,2.4,5,Auto-S5,Auto,2WD,Gasoline,station wagon,20,28,23,7,7,Yes
VOLVO V50,VOLVO,2008,2.4,5,Man-5,Man,2WD,Gasoline,station wagon,20,28,23,7,7,Yes
VOLVO V50,VOLVO,2008,2.5,5,Man-6,Man,4WD,Gasoline,station wagon,17,25,20,7,6,Yes
VOLVO V50,VOLVO,2008,2.5,5,Auto-S5,Auto,4WD,Gasoline,station wagon,18,26,21,7,6,Yes
VOLVO V50,VOLVO,2008,2.5,5,Auto-S5,Auto,2WD,Gasoline,station wagon,19,27,22,7,6,Yes
VOLVO V50,VOLVO,2008,2.5,5,Man-6,Man,2WD,Gasoline,station wagon,19,28,23,7,7,Yes
VOLVO V50,VOLVO,2008,2.4,5,Auto-S5,Auto,2WD,Gasoline,station wagon,20,28,23,6,7,Yes
VOLVO V50,VOLVO,2008,2.4,5,Man-5,Man,2WD,Gasoline,station wagon,20,28,23,6,7,Yes
VOLVO V50,VOLVO,2008,2.5,5,Man-6,Man,4WD,Gasoline,station wagon,17,25,20,6,6,No
VOLVO V50,VOLVO,2008,2.5,5,Auto-S5,Auto,4WD,Gasoline,station wagon,18,26,21,6,6,No
VOLVO V50,VOLVO,2008,2.5,5,Auto-S5,Auto,2WD,Gasoline,station wagon,19,27,22,6,6,No
VOLVO V50,VOLVO,2008,2.5,5,Man-6,Man,2WD,Gasoline,station wagon,19,28,23,6,7,Yes
VOLVO V70,VOLVO,2008,3.2,6,Auto-S6,Auto,2WD,Gasoline,station wagon,16,24,19,7,5,No
VOLVO V70,VOLVO,2008,3.2,6,Auto-S6,Auto,2WD,Gasoline,station wagon,16,24,19,6,5,No
VOLVO XC 70,VOLVO,2008,3.2,6,Auto-S6,Auto,4WD,Gasoline,SUV,15,22,17,7,4,No
VOLVO XC 70,VOLVO,2008,3.2,6,Auto-S6,Auto,4WD,Gasoline,SUV,15,22,17,6,4,No
VOLVO XC 90,VOLVO,2008,3.2,6,Auto-S6,Auto,2WD,Gasoline,SUV,14,20,16,7,4,No
VOLVO XC 90,VOLVO,2008,3.2,6,Auto-S6,Auto,4WD,Gasoline,SUV,14,20,16,7,4,No
VOLVO XC 90,VOLVO,2008,4.4,8,Auto-S6,Auto,4WD,Gasoline,SUV,13,19,15,7,3,No
VOLVO XC 90,VOLVO,2008,3.2,6,Auto-S6,Auto,2WD,Gasoline,SUV,14,20,16,6,4,No
VOLVO XC 90,VOLVO,2008,3.2,6,Auto-S6,Auto,4WD,Gasoline,SUV,14,20,16,6,4,No
VOLVO XC 90,VOLVO,2008,4.4,8,Auto-S6,Auto,4WD,Gasoline,SUV,13,19,15,6,3,No
ACURA RDX,ACURA,2018,3.5,6,SemiAuto-6,SemiAuto,2WD,Gasoline,small SUV,20,28,23,3,5,No
ACURA RDX,ACURA,2018,3.5,6,SemiAuto-6,SemiAuto,4WD,Gasoline,small SUV,19,27,22,3,4,No
ACURA TLX,ACURA,2018,2.4,4,AMS-8,AMS,2WD,Gasoline,small car,23,33,27,3,6,No
ACURA TLX,ACURA,2018,3.5,6,SemiAuto-9,SemiAuto,2WD,Gasoline,small car,20,32,24,3,5,No
ACURA TLX,ACURA,2018,3.5,6,SemiAuto-9,SemiAuto,4WD,Gasoline,small car,21,30,24,3,5,No
