model,make,year,displ,cyl,trans,trans_type,drive,fuel,veh_class,city_mpg,hwy_mpg,cmb_mpg,air_pollution_score,greenhouse_gas_score,smartway
NISSAN Versa,NISSAN,2008,1.8,4,Auto-L4,Auto,2WD,Gasoline,midsize car,24,32,27,7,8,Yes
NISSAN Versa,NISSAN,2008,1.8,4,Man-6,Man,2WD,Gasoline,midsize car,26,31,28,7,8,Yes
NISSAN Versa,NISSAN,2008,1.8,4,Auto-AV,Auto,2WD,Gasoline,midsize car,27,33,29,7,8,Yes
NISSAN Versa,NISSAN,2008,1.8,4,Auto-L4,Auto,2WD,Gasoline,midsize car,24,32,27,6,8,Yes
NISSAN Versa,NISSAN,2008,1.8,4,Man-6,Man,2WD,Gasoline,midsize car,26,31,28,6,8,Yes
NISSAN Versa,NISSAN,2008,1.8,4,Auto-AV,Auto,2WD,Gasoline,midsize car,27,33,29,6,8,Yes
NISSAN Xterra,NISSAN,2008,4.0,6,Auto-L5,Auto,2WD,Gasoline,SUV,15,20,17,7,4,No
NISSAN Xterra,NISSAN,2008,4.0,6,Man-6,Man,2WD,Gasoline,SUV,16,20,17,7,4,No
NISSAN Xterra,NISSAN,2008,4.0,6,Auto-L5,Auto,4WD,Gasoline,SUV,14,20,16,7,4,No
NISSAN Xterra,NISSAN,2008,4.0,6,Man-6,Man,4WD,Gasoline,SUV,16,20,17,7,4,No
NISSAN Xterra,NISSAN,2008,4.0,6,Auto-L5,Auto,2WD,Gasoline,SUV,15,20,17,6,4,No
NISSAN Xterra,NISSAN,2008,4.0,6,Man-6,Man,2WD,Gasoline,SUV,16,20,17,6,4,No
NISSAN Xterra,NISSAN,2008,4.0,6,Auto-L5,Auto,4WD,Gasoline,SUV,14,20,16,6,4,No
NISSAN Xterra,NISSAN,2008,4.0,6,Man-6,Man,4WD,Gasoline,SUV,16,20,17,6,4,No
PONTIAC G5,PONTIAC,2008,2.2,4,Auto-L4,Auto,2WD,Gasoline,small car,22,31,26,9,8,Yes
PONTIAC G5,PONTIAC,2008,2.2,4,Man-5,Man,2WD,Gasoline,small car,24,33,27,9,8,Yes
PONTIAC G5,PONTIAC,2008,2.2,4,Auto-L4,Auto,2WD,Gasoline,small car,22,31,26,6,8,Yes
PONTIAC G5,PONTIAC,2008,2.2,4,Man-5,Man,2WD,Gasoline,small car,24,33,27,6,8,Yes
PONTIAC G5,PONTIAC,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,small car,22,31,25,6,7,Yes
PONTIAC G5,PONTIAC,2008,2.4,4,Man-5,Man,2WD,Gasoline,small car,22,32,26,6,8,Yes
PONTIAC G6,PONTIAC,2008,3.5,6,Auto-S4,Auto,2WD,Gasoline,small car,17,26,20,7,6,Yes
PONTIAC G6,PONTIAC,2008,3.5,6,Auto-L4,Auto,2WD,Gasoline,small car,18,29,22,7,6,Yes
PONTIAC G6,PONTIAC,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,small car,22,30,25,6,7,Yes
PONTIAC G6,PONTIAC,2008,3.5,6,Auto-S4,Auto,2WD,Gasoline,small car,17,26,20,6,6,No
PONTIAC G6,PONTIAC,2008,3.5,6,Auto-L4,Auto,2WD,Gasoline,small car,18,29,22,6,6,No
PONTIAC G6,PONTIAC,2008,3.6,6,Auto-S6,Auto,2WD,Gasoline,small car,17,26,20,6,6,No
PONTIAC G6,PONTIAC,2008,3.9,6,Auto-S4,Auto,2WD,Gasoline,small car,15,22,18,6,5,No
PONTIAC G8,PONTIAC,2008,6.0,8,Auto-S6,Auto,2WD,Gasoline,large car,15,24,18,6,5,No
PONTIAC Grand Prix,PONTIAC,2008,3.8,6,Auto-L4,Auto,2WD,Gasoline,midsize car,18,28,21,9,6,Yes
PONTIAC Grand Prix,PONTIAC,2008,3.8,6,Auto-L4,Auto,2WD,Gasoline,midsize car,18,28,21,6,6,No
PONTIAC Grand Prix,PONTIAC,2008,5.3,8,Auto-S4,Auto,2WD,Gasoline,midsize car,16,25,19,6,5,No
PONTIAC Pursuit,PONTIAC,2008,2.2,4,Auto-L4,Auto,2WD,Gasoline,small car,22,31,26,9,8,Yes
PONTIAC Pursuit,PONTIAC,2008,2.2,4,Man-5,Man,2WD,Gasoline,small car,24,33,27,9,8,Yes
PONTIAC Pursuit,PONTIAC,2008,2.2,4,Auto-L4,Auto,2WD,Gasoline,small car,22,31,26,6,8,Yes
PONTIAC Pursuit,PONTIAC,2008,2.2,4,Man-5,Man,2WD,Gasoline,small car,24,33,27,6,8,Yes
PONTIAC Pursuit,PONTIAC,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,small car,22,31,25,6,7,Yes
PONTIAC Pursuit,PONTIAC,2008,2.4,4,Man-5,Man,2WD,Gasoline,small car,22,32,26,6,8,Yes
PONTIAC Solstice,PONTIAC,2008,2.0,4,Auto-L5,Auto,2WD,Gasoline,small car,19,26,21,6,6,No
PONTIAC Solstice,PONTIAC,2008,2.0,4,Man-5,Man,2WD,Gasoline,small car,19,28,22,6,6,No
PONTIAC Solstice,PONTIAC,2008,2.4,4,Auto-L5,Auto,2WD,Gasoline,small car,19,24,21,6,6,No
PONTIAC Solstice,PONTIAC,2008,2.4,4,Man-5,Man,2WD,Gasoline,small car,19,25,21,6,6,No
PONTIAC Torrent,PONTIAC,2008,3.4,6,Auto-L5,Auto,2WD,Gasoline,SUV,17,24,19,7,5,No
PONTIAC Torrent,PONTIAC,2008,3.4,6,Auto-L5,Auto,4WD,Gasoline,SUV,17,24,19,7,5,No
PONTIAC Torrent,PONTIAC,2008,3.4,6,Auto-L5,Auto,2WD,Gasoline,SUV,17,24,19,6,5,No
PONTIAC Torrent,PONTIAC,2008,3.4,6,Auto-L5,Auto,4WD,Gasoline,SUV,17,24,19,6,5,No
PONTIAC Torrent,PONTIAC,2008,3.6,6,Auto-S6,Auto,2WD,Gasoline,SUV,16,24,19,6,5,No
PONTIAC Torrent,PONTIAC,2008,3.6,6,Auto-S6,Auto,4WD,Gasoline,SUV,16,24,19,6,5,No
PONTIAC Vibe,PONTIAC,2008,1.8,4,Auto-L4,Auto,2WD,Gasoline,station wagon,25,31,27,7,8,Yes
PONTIAC Vibe,PONTIAC,2008,1.8,4,Man-5,Man,2WD,Gasoline,station wagon,26,33,29,7,8,Yes
PONTIAC Vibe,PONTIAC,2008,1.8,4,Auto-L4,Auto,2WD,Gasoline,station wagon,25,31,27,6,8,Yes
PONTIAC Vibe,PONTIAC,2008,1.8,4,Man-5,Man,2WD,Gasoline,station wagon,26,33,29,6,8,Yes
PORSCHE 911 GT2,PORSCHE,2008,3.6,6,Man-6,Man,2WD,Gasoline,small car,16,23,19,6,5,No
PORSCHE 911 GT3,PORSCHE,2008,3.6,6,Man-6,Man,2WD,Gasoline,small car,15,22,18,6,5,No
PORSCHE 911 GT3 RS,PORSCHE,2008,3.6,6,Man-6,Man,2WD,Gasoline,small car,15,22,18,6,5,No
PORSCHE 911 Turbo,PORSCHE,2008,3.6,6,Auto-L5,Auto,4WD,Gasoline,small car,15,23,18,6,5,No
PORSCHE 911 Turbo,PORSCHE,2008,3.6,6,Man-6,Man,4WD,Gasoline,small car,16,23,18,6,5,No
PORSCHE 911 Turbo Cabriolet,PORSCHE,2008,3.6,6,Auto-L5,Auto,4WD,Gasoline,small car,15,23,18,6,5,No
PORSCHE 911 Turbo Cabriolet,PORSCHE,2008,3.6,6,Man-6,Man,4WD,Gasoline,small car,15,24,18,6,5,No
PORSCHE Boxster,PORSCHE,2008,2.7,6,Auto-L5,Auto,2WD,Gasoline,small car,19,26,21,7,6,Yes
PORSCHE Boxster,PORSCHE,2008,2.7,6,Man-6,Man,2WD,Gasoline,small car,19,28,22,7,6,Yes
PORSCHE Boxster,PORSCHE,2008,2.7,6,Man-5,Man,2WD,Gasoline,small car,20,29,23,7,7,Yes
PORSCHE Boxster,PORSCHE,2008,2.7,6,Auto-L5,Auto,2WD,Gasoline,small car,19,26,21,6,6,No
PORSCHE Boxster,PORSCHE,2008,2.7,6,Man-6,Man,2WD,Gasoline,small car,19,28,22,6,6,No
PORSCHE Boxster,PORSCHE,2008,2.7,6,Man-5,Man,2WD,Gasoline,small car,20,29,23,6,7,Yes
PORSCHE Boxster S,PORSCHE,2008,3.4,6,Auto-L5,Auto,2WD,Gasoline,small car,18,25,21,7,6,Yes
PORSCHE Boxster S,PORSCHE,2008,3.4,6,Man-6,Man,2WD,Gasoline,small car,18,26,21,7,6,Yes
PORSCHE Boxster S,PORSCHE,2008,3.4,6,Auto-L5,Auto,2WD,Gasoline,small car,18,25,21,6,6,No
PORSCHE Boxster S,PORSCHE,2008,3.4,6,Man-6,Man,2WD,Gasoline,small car,18,26,21,6,6,No
PORSCHE Carrera Cabriolet,PORSCHE,2008,3.6,6,Auto-L5,Auto,4WD,Gasoline,small car,17,24,19,6,5,No
PORSCHE Carrera Cabriolet,PORSCHE,2008,3.6,6,Man-6,Man,4WD,Gasoline,small car,17,25,20,6,6,No
PORSCHE Carrera Cabriolet,PORSCHE,2008,3.6,6,Auto-L5,Auto,2WD,Gasoline,small car,18,24,20,6,6,No
PORSCHE Carrera Cabriolet,PORSCHE,2008,3.6,6,Man-6,Man,2WD,Gasoline,small car,18,26,21,6,6,No
PORSCHE Carrera Coupe,PORSCHE,2008,3.6,6,Auto-L5,Auto,4WD,Gasoline,small car,17,24,19,6,5,No
PORSCHE Carrera Coupe,PORSCHE,2008,3.6,6,Man-6,Man,4WD,Gasoline,small car,17,25,20,6,6,No
PORSCHE Carrera Coupe,PORSCHE,2008,3.6,6,Auto-L5,Auto,2WD,Gasoline,small car,18,24,20,6,6,No
PORSCHE Carrera Coupe,PORSCHE,2008,3.6,6,Man-6,Man,2WD,Gasoline,small car,18,26,21,6,6,No
PORSCHE Carrera Targa,PORSCHE,2008,3.6,6,Auto-L5,Auto,4WD,Gasoline,small car,17,24,19,6,5,No
PORSCHE Carrera Targa,PORSCHE,2008,3.6,6,Man-6,Man,4WD,Gasoline,small car,17,25,20,6,6,No
PORSCHE Cayenne,PORSCHE,2008,3.6,6,Man-6,Man,4WD,Gasoline,SUV,14,20,16,6,4,No
PORSCHE Cayenne,PORSCHE,2008,3.6,6,Auto-L6,Auto,4WD,Gasoline,SUV,14,20,16,6,4,No
PORSCHE Cayenne S,PORSCHE,2008,4.8,8,Auto-L6,Auto,4WD,Gasoline,SUV,13,19,15,7,3,No
PORSCHE Cayenne S,PORSCHE,2008,4.8,8,Auto-L6,Auto,4WD,Gasoline,SUV,13,19,15,6,3,No
PORSCHE Cayenne Turbo,PORSCHE,2008,4.8,8,Auto-L6,Auto,4WD,Gasoline,SUV,12,19,14,6,2,No
PORSCHE Cayman,PORSCHE,2008,2.7,6,Auto-L5,Auto,2WD,Gasoline,small car,19,26,21,7,6,Yes
PORSCHE Cayman,PORSCHE,2008,2.7,6,Man-6,Man,2WD,Gasoline,small car,19,28,22,7,6,Yes
PORSCHE Cayman,PORSCHE,2008,2.7,6,Man-5,Man,2WD,Gasoline,small car,20,29,23,7,7,Yes
PORSCHE Cayman,PORSCHE,2008,2.7,6,Auto-L5,Auto,2WD,Gasoline,small car,19,26,21,6,6,No
PORSCHE Cayman,PORSCHE,2008,2.7,6,Man-6,Man,2WD,Gasoline,small car,19,28,22,6,6,No
PORSCHE Cayman,PORSCHE,2008,2.7,6,Man-5,Man,2WD,Gasoline,small car,20,29,23,6,7,Yes
PORSCHE Cayman S,PORSCHE,2008,3.4,6,Auto-L5,Auto,2WD,Gasoline,small car,18,25,21,7,6,Yes
PORSCHE Cayman S,PORSCHE,2008,3.4,6,Man-6,Man,2WD,Gasoline,small car,18,26,21,7,6,Yes
PORSCHE Cayman S,PORSCHE,2008,3.4,6,Auto-L5,Auto,2WD,Gasoline,small car,18,25,21,6,6,No
PORSCHE Cayman S,PORSCHE,2008,3.4,6,Man-6,Man,2WD,Gasoline,small car,18,26,21,6,6,No
ROLLS-ROYCE Phantom,ROLLS-ROYCE,2008,6.7,12,Auto-S6,Auto,2WD,Gasoline,midsize car,13,19,15,6,3,No
ROLLS-ROYCE Phantom,ROLLS-ROYCE,2008,6.7,12,Auto-S6,Auto,2WD,Gasoline,small car,13,19,15,6,3,No
ROUSH Stage 3 F150,ROUSH,2008,5.4,8,Auto-L4,Auto,2WD,Gasoline,pickup,11,15,13,7,1,No
ROUSH Stage 3 F150,ROUSH,2008,5.4,8,Auto-L4,Auto,4WD,Gasoline,pickup,11,15,13,7,1,No
ROUSH Stage 3 Mustang,ROUSH,2008,4.6,8,Auto-L5,Auto,2WD,Gasoline,small car,14,20,16,7,4,No
ROUSH Stage 3 Mustang,ROUSH,2008,4.6,8,Man-5,Man,2WD,Gasoline,small car,15,20,17,7,4,No
ROUSH Stage 3 Mustang,ROUSH,2008,4.6,8,Auto-L5,Auto,2WD,Gasoline,small car,14,20,16,6,4,No
ROUSH Stage 3 Mustang,ROUSH,2008,4.6,8,Man-5,Man,2WD,Gasoline,small car,15,20,17,6,4,No
SAAB 9-3 Convertible,SAAB,2008,2.0,4,Auto-S5,Auto,2WD,Gasoline,small car,18,24,20,6,6,No
SAAB 9-3 Convertible,SAAB,2008,2.0,4,Man-6,Man,2WD,Gasoline,small car,18,27,22,6,6,No
SAAB 9-3 Convertible,SAAB,2008,2.8,6,Auto-S6,Auto,2WD,Gasoline,small car,15,24,18,6,5,No
SAAB 9-3 Convertible,SAAB,2008,2.8,6,Man-6,Man,2WD,Gasoline,small car,16,26,19,6,5,No
SAAB 9-3 Sport Sedan,SAAB,2008,2.0,4,Auto-S5,Auto,2WD,Gasoline,small car,19,26,21,6,6,No
SAAB 9-3 Sport Sedan,SAAB,2008,2.0,4,Man-6,Man,2WD,Gasoline,small car,19,29,23,6,7,Yes
SAAB 9-3 Sport Sedan,SAAB,2008,2.8,6,Auto-S6,Auto,2WD,Gasoline,small car,15,24,18,6,5,No
SAAB 9-3 Sport Sedan,SAAB,2008,2.8,6,Man-6,Man,2WD,Gasoline,small car,16,26,19,6,5,No
SAAB 9-3 Sportcombi,SAAB,2008,2.0,4,Auto-S5,Auto,2WD,Gasoline,station wagon,18,24,20,6,6,No
SAAB 9-3 Sportcombi,SAAB,2008,2.0,4,Man-6,Man,2WD,Gasoline,station wagon,19,29,23,6,7,Yes
SAAB 9-3 Sportcombi,SAAB,2008,2.8,6,Auto-S6,Auto,2WD,Gasoline,station wagon,15,24,18,6,5,No
SAAB 9-3 Sportcombi,SAAB,2008,2.8,6,Man-6,Man,2WD,Gasoline,station wagon,16,26,19,6,5,No
SAAB 9-5,SAAB,2008,2.3,4,Auto-S5,Auto,2WD,Gasoline,midsize car,17,26,20,6,6,No
SAAB 9-5,SAAB,2008,2.3,4,Man-5,Man,2WD,Gasoline,midsize car,18,28,21,6,6,No
SAAB 9-5 Sportcombi,SAAB,2008,2.3,4,Auto-S5,Auto,2WD,Gasoline,station wagon,17,26,20,6,6,No
SAAB 9-5 Sportcombi,SAAB,2008,2.3,4,Man-5,Man,2WD,Gasoline,station wagon,18,28,21,6,6,No
SAAB 9-7X,SAAB,2008,4.2,6,Auto-L4,Auto,4WD,Gasoline,SUV,14,20,16,7,4,No
SAAB 9-7X,SAAB,2008,5.3,8,Auto-L4,Auto,4WD,Gasoline,SUV,13,19,16,6,4,No
SAAB 9-7X,SAAB,2008,6.0,8,Auto-L4,Auto,4WD,Gasoline,SUV,12,16,13,6,1,No
SAAB 9-7X,SAAB,2008,5.3,8,Auto-L4,Auto,4WD,Gasoline,SUV,13,19,16,3,4,No
SAAB 9-7X,SAAB,2008,6.0,8,Auto-L4,Auto,4WD,Gasoline,SUV,12,16,13,3,1,No
SALEEN S281,SALEEN,2008,5.0,8,Man-6,Man,2WD,Gasoline,small car,12,18,14,6,2,No
SATURN Aura,SATURN,2008,3.5,6,Auto-L4,Auto,2WD,Gasoline,midsize car,18,29,22,7,6,Yes
SATURN Aura,SATURN,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,midsize car,22,30,25,6,7,Yes
SATURN Aura,SATURN,2008,3.5,6,Auto-L4,Auto,2WD,Gasoline,midsize car,18,29,22,6,6,No
SATURN Aura,SATURN,2008,3.6,6,Auto-S6,Auto,2WD,Gasoline,midsize car,17,26,20,6,6,No
SATURN Aura Hybrid,SATURN,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,midsize car,24,32,27,6,8,Yes
SATURN Outlook,SATURN,2008,3.6,6,Auto-L6,Auto,2WD,Gasoline,SUV,16,24,19,6,5,No
SATURN Outlook,SATURN,2008,3.6,6,Auto-L6,Auto,4WD,Gasoline,SUV,16,22,18,6,5,No
SATURN Sky,SATURN,2008,2.0,4,Auto-L5,Auto,2WD,Gasoline,small car,19,26,21,6,6,No
SATURN Sky,SATURN,2008,2.0,4,Man-5,Man,2WD,Gasoline,small car,19,28,22,6,6,No
SATURN Sky,SATURN,2008,2.4,4,Auto-L5,Auto,2WD,Gasoline,small car,19,24,21,6,6,No
SATURN Sky,SATURN,2008,2.4,4,Man-5,Man,2WD,Gasoline,small car,19,25,21,6,6,No
SATURN Vue,SATURN,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,SUV,19,26,22,7,6,Yes
SATURN Vue,SATURN,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,SUV,19,26,22,6,6,No
SATURN Vue,SATURN,2008,3.5,6,Auto-L6,Auto,4WD,Gasoline,SUV,15,22,17,6,4,No
SATURN Vue,SATURN,2008,3.6,6,Auto-L6,Auto,2WD,Gasoline,SUV,16,23,19,6,5,No
SATURN Vue,SATURN,2008,3.6,6,Auto-S6,Auto,2WD,Gasoline,SUV,16,24,19,6,5,No
SATURN Vue,SATURN,2008,3.6,6,Auto-L6,Auto,4WD,Gasoline,SUV,16,22,18,6,5,No
SATURN Vue,SATURN,2008,3.6,6,Auto-S6,Auto,4WD,Gasoline,SUV,16,22,18,6,5,No
SATURN Vue Hybrid,SATURN,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,SUV,25,32,28,7,8,Yes
SHELBY Mustang GT,SHELBY,2008,4.6,8,Man-5,Man,2WD,Gasoline,small car,15,22,17,6,4,No
SUBARU Forester,SUBARU,2008,2.5,4,Auto-L4,Auto,4WD,Gasoline,SUV,20,26,22,9,6,Yes
SUBARU Forester,SUBARU,2008,2.5,4,Man-5,Man,4WD,Gasoline,SUV,20,27,22,9,6,Yes
SUBARU Forester,SUBARU,2008,2.5,4,Auto-L4,Auto,4WD,Gasoline,SUV,18,23,20,6,6,No
SUBARU Forester,SUBARU,2008,2.5,4,Man-5,Man,4WD,Gasoline,SUV,19,25,21,6,6,No
SUBARU Forester,SUBARU,2008,2.5,4,Auto-L4,Auto,4WD,Gasoline,SUV,20,26,22,6,6,No
SUBARU Forester,SUBARU,2008,2.5,4,Man-5,Man,4WD,Gasoline,SUV,20,27,22,6,6,No
SUBARU Impreza,SUBARU,2008,2.5,4,Man-5,Man,4WD,Gasoline,small car,19,25,21,6,6,No
SUBARU Impreza,SUBARU,2008,2.5,4,Auto-S4,Auto,4WD,Gasoline,small car,20,25,22,6,6,No
SUBARU Impreza,SUBARU,2008,2.5,4,Man-5,Man,4WD,Gasoline,small car,20,27,22,6,6,No
SUBARU Impreza,SUBARU,2008,2.5,4,Auto-S4,Auto,4WD,Gasoline,small car,20,27,22,6,6,No
SUBARU Impreza Wagon,SUBARU,2008,2.5,4,Man-6,Man,4WD,Gasoline,station wagon,17,23,19,6,5,No
SUBARU Impreza Wagon,SUBARU,2008,2.5,4,Man-5,Man,4WD,Gasoline,station wagon,19,25,21,6,6,No
SUBARU Impreza Wagon,SUBARU,2008,2.5,4,Auto-S4,Auto,4WD,Gasoline,station wagon,20,25,22,6,6,No
SUBARU Impreza Wagon,SUBARU,2008,2.5,4,Man-5,Man,4WD,Gasoline,station wagon,20,27,22,6,6,No
SUBARU Impreza Wagon,SUBARU,2008,2.5,4,Auto-S4,Auto,4WD,Gasoline,station wagon,20,27,22,6,6,No
SUBARU Legacy,SUBARU,2008,2.5,4,Man-5,Man,4WD,Gasoline,small car,20,27,22,9,6,Yes
SUBARU Legacy,SUBARU,2008,2.5,4,Auto-S4,Auto,4WD,Gasoline,small car,20,27,22,9,6,Yes
SUBARU Legacy,SUBARU,2008,2.5,4,Man-6,Man,4WD,Gasoline,small car,17,24,20,6,6,No
SUBARU Legacy,SUBARU,2008,2.5,4,Auto-S5,Auto,4WD,Gasoline,small car,18,24,20,6,6,No
SUBARU Legacy,SUBARU,2008,2.5,4,Man-5,Man,4WD,Gasoline,small car,19,25,21,6,6,No
SUBARU Legacy,SUBARU,2008,2.5,4,Man-5,Man,4WD,Gasoline,small car,20,27,22,6,6,No
SUBARU Legacy,SUBARU,2008,2.5,4,Auto-S4,Auto,4WD,Gasoline,small car,20,27,22,6,6,No
SUBARU Legacy,SUBARU,2008,3.0,6,Auto-S5,Auto,4WD,Gasoline,small car,17,24,20,6,6,No
SUBARU Outback Sport,SUBARU,2008,2.5,4,Man-6,Man,4WD,Gasoline,station wagon,17,23,19,6,5,No
SUBARU Outback Sport,SUBARU,2008,2.5,4,Man-5,Man,4WD,Gasoline,station wagon,19,25,21,6,6,No
SUBARU Outback Sport,SUBARU,2008,2.5,4,Auto-S4,Auto,4WD,Gasoline,station wagon,20,25,22,6,6,No
SUBARU Outback Sport,SUBARU,2008,2.5,4,Man-5,Man,4WD,Gasoline,station wagon,20,27,22,6,6,No
SUBARU Outback Sport,SUBARU,2008,2.5,4,Auto-S4,Auto,4WD,Gasoline,station wagon,20,27,22,6,6,No
SUBARU Outback Wagon,SUBARU,2008,2.5,4,Man-5,Man,4WD,Gasoline,SUV,19,26,22,9,6,Yes
SUBARU Outback Wagon,SUBARU,2008,2.5,4,Auto-S4,Auto,4WD,Gasoline,SUV,20,26,22,9,6,Yes
SUBARU Outback Wagon,SUBARU,2008,2.5,4,Auto-S5,Auto,4WD,Gasoline,SUV,18,24,20,6,6,No
SUBARU Outback Wagon,SUBARU,2008,2.5,4,Man-5,Man,4WD,Gasoline,SUV,18,24,20,6,6,No
SUBARU Outback Wagon,SUBARU,2008,2.5,4,Man-5,Man,4WD,Gasoline,SUV,19,26,22,6,6,No
SUBARU Outback Wagon,SUBARU,2008,2.5,4,Auto-S4,Auto,4WD,Gasoline,SUV,20,26,22,6,6,No
SUBARU Outback Wagon,SUBARU,2008,3.0,6,Auto-S5,Auto,4WD,Gasoline,SUV,17,24,20,6,6,No
SUBARU Tribeca,SUBARU,2008,3.6,6,Auto-S5,Auto,4WD,Gasoline,SUV,16,21,18,6,5,No
SUZUKI Forenza,SUZUKI,2008,2.0,4,Auto-4,Auto,2WD,Gasoline,small car,19,28,22,7,6,Yes
SUZUKI Forenza,SUZUKI,2008,2.0,4,Man-5,Man,2WD,Gasoline,small car,20,28,23,7,7,Yes
SUZUKI Forenza,SUZUKI,2008,2.0,4,Auto-4,Auto,2WD,Gasoline,small car,19,28,22,6,6,No
SUZUKI Forenza,SUZUKI,2008,2.0,4,Man-5,Man,2WD,Gasoline,small car,20,28,23,6,7,Yes
SUZUKI Forenza Wagon,SUZUKI,2008,2.0,4,Auto-4,Auto,2WD,Gasoline,station wagon,19,27,22,7,6,Yes
SUZUKI Forenza Wagon,SUZUKI,2008,2.0,4,Man-5,Man,2WD,Gasoline,station wagon,19,27,22,7,6,Yes
SUZUKI Forenza Wagon,SUZUKI,2008,2.0,4,Auto-4,Auto,2WD,Gasoline,station wagon,19,27,22,6,6,No
SUZUKI Forenza Wagon,SUZUKI,2008,2.0,4,Man-5,Man,2WD,Gasoline,station wagon,19,27,22,6,6,No
SUZUKI Grand Vitara,SUZUKI,2008,2.7,6,Man-5,Man,2WD,Gasoline,SUV,16,22,18,6,5,No
SUZUKI Grand Vitara,SUZUKI,2008,2.7,6,Auto-L5,Auto,2WD,Gasoline,SUV,17,22,19,6,5,No
SUZUKI Grand Vitara,SUZUKI,2008,2.7,6,Man-5,Man,4WD,Gasoline,SUV,16,21,18,6,5,No
SUZUKI Grand Vitara,SUZUKI,2008,2.7,6,Auto-L5,Auto,4WD,Gasoline,SUV,17,21,19,6,5,No
SUZUKI Reno,SUZUKI,2008,2.0,4,Auto-4,Auto,2WD,Gasoline,small car,19,28,22,7,6,Yes
SUZUKI Reno,SUZUKI,2008,2.0,4,Man-5,Man,2WD,Gasoline,small car,20,28,23,7,7,Yes
SUZUKI Reno,SUZUKI,2008,2.0,4,Auto-4,Auto,2WD,Gasoline,small car,19,28,22,6,6,No
SUZUKI Reno,SUZUKI,2008,2.0,4,Man-5,Man,2WD,Gasoline,small car,20,28,23,6,7,Yes
SUZUKI SX4,SUZUKI,2008,2.0,4,Man-5,Man,2WD,Gasoline,small car,22,30,25,6,7,Yes
SUZUKI SX4,SUZUKI,2008,2.0,4,Auto-L4,Auto,2WD,Gasoline,small car,23,31,26,6,8,Yes
SUZUKI SX4,SUZUKI,2008,2.0,4,Man-5,Man,4WD,Gasoline,station wagon,21,28,24,6,7,Yes
SUZUKI SX4,SUZUKI,2008,2.0,4,Auto-L4,Auto,4WD,Gasoline,station wagon,21,28,24,6,7,Yes
SUZUKI SX4,SUZUKI,2008,2.0,4,Man-5,Man,2WD,Gasoline,station wagon,22,30,25,6,7,Yes
SUZUKI SX4,SUZUKI,2008,2.0,4,Auto-L4,Auto,2WD,Gasoline,station wagon,22,30,25,6,7,Yes
SUZUKI XL7,SUZUKI,2008,3.6,6,Auto-S5,Auto,2WD,Gasoline,SUV,16,22,18,7,5,No
SUZUKI XL7,SUZUKI,2008,3.6,6,Auto-S5,Auto,4WD,Gasoline,SUV,15,22,18,7,5,No
TOYOTA 4Runner,TOYOTA,2008,4.7,8,Auto-L5,Auto,2WD,Gasoline,SUV,15,19,17,7,4,No
TOYOTA 4Runner,TOYOTA,2008,4.7,8,Auto-L5,Auto,4WD,Gasoline,SUV,14,17,15,7,3,No
TOYOTA 4Runner,TOYOTA,2008,4.0,6,Auto-L5,Auto,2WD,Gasoline,SUV,16,21,18,6,5,No
TOYOTA 4Runner,TOYOTA,2008,4.0,6,Auto-L5,Auto,4WD,Gasoline,SUV,16,20,17,6,4,No
TOYOTA 4Runner,TOYOTA,2008,4.7,8,Auto-L5,Auto,2WD,Gasoline,SUV,15,19,17,6,4,No
TOYOTA 4Runner,TOYOTA,2008,4.7,8,Auto-L5,Auto,4WD,Gasoline,SUV,14,17,15,6,3,No
TOYOTA Avalon,TOYOTA,2008,3.5,6,Auto-S6,Auto,2WD,Gasoline,large car,19,28,22,7,6,Yes
TOYOTA Avalon,TOYOTA,2008,3.5,6,Auto-S6,Auto,2WD,Gasoline,large car,19,28,22,6,6,No
TOYOTA Camry,TOYOTA,2008,2.4,4,Auto-L5,Auto,2WD,Gasoline,midsize car,21,31,25,9,7,Yes
TOYOTA Camry,TOYOTA,2008,2.4,4,Man-5,Man,2WD,Gasoline,midsize car,21,31,25,7,7,Yes
TOYOTA Camry,TOYOTA,2008,2.4,4,Auto-L5,Auto,2WD,Gasoline,midsize car,21,31,25,7,7,Yes
TOYOTA Camry,TOYOTA,2008,3.5,6,Auto-S6,Auto,2WD,Gasoline,midsize car,19,28,22,7,6,Yes
TOYOTA Camry,TOYOTA,2008,2.4,4,Man-5,Man,2WD,Gasoline,midsize car,21,31,25,6,7,Yes
TOYOTA Camry,TOYOTA,2008,2.4,4,Auto-L5,Auto,2WD,Gasoline,midsize car,21,31,25,6,7,Yes
TOYOTA Camry,TOYOTA,2008,3.5,6,Auto-S6,Auto,2WD,Gasoline,midsize car,19,28,22,6,6,No
TOYOTA Camry Hybrid,TOYOTA,2008,2.4,4,Auto-AV,Auto,2WD,Gasoline,midsize car,33,34,34,9,9,Yes
